Elapsed Time, accel x, accel y, accel z, gyro x, gyro y, gyro z
449.9998092651367, 0.020176, 0.052063, -0.008697, -0.01183, 0.00738, 0.003168
459.99979972839355, -0.001026, 0.022233, -0.006046, -0.018714, 0.01173, 0.006088
470.0000286102295, -0.01478, 0.007266, -0.001086, -0.002505, 0.00742, 0.013981
480.0000190734863, -0.032452, 0.005903, 0.001136, -0.002247, 0.007976, 0.008973
490.00000953674316, -0.076473, -0.014242, 0.01188, -0.003289, 0.006996, 0.005132
500.0, -0.092568, -0.051454, 0.013503, -1.46E-4, 0.002352, -0.014088
509.99999046325684, -0.052178, -0.04869, 0.007908, 3.85E-4, 0.001744, -0.013733
519.9999809265137, -0.007175, -1.02E-4, -0.003296, -0.00883, 0.004563, -0.037509
529.9999713897705, 0.014099, 0.019778, -8.63E-4, -0.016844, 0.008663, -0.039958
539.9999618530273, 0.022943, 0.01735, -6.89E-4, -0.007322, 0.010088, -0.032443
549.9999523162842, 0.013917, 0.035856, -0.002356, -0.004099, 0.008238, -0.018869
569.9999332427979, -0.00391, 0.050566, -4.05E-4, -0.009048, 0.012361, -0.005596
579.9999237060547, 0.007427, 0.053121, -0.002734, -0.008817, 0.005709, -0.00341
589.9999141693115, 0.035394, 0.033469, 4.57E-4, -0.007749, 0.00389, -0.00318
599.9999046325684, 0.073452, 0.013922, -0.001114, -0.00356, 0.006774, -0.01688
609.9998950958252, 0.098731, 0.010379, -0.00314, -0.003128, 0.007355, -0.022113
619.999885559082, 0.092283, 0.024009, -0.010821, -0.006494, 0.008456, -0.023434
629.9998760223389, 0.064409, 0.033708, -0.007708, -0.010062, 0.011583, -0.018514
639.9998664855957, 0.034141, 0.027336, -0.008034, -0.007123, 0.010485, 0.009798
649.9998569488525, 0.035567, 0.007581, -0.011356, -0.006759, 0.013038, -0.002682
659.9998474121094, 0.067514, -0.035486, -0.015069, -0.009117, 0.011496, -0.019961
669.9998378753662, 0.078885, -0.036603, -0.021018, -0.008862, 0.012193, -0.020312
679.999828338623, 0.067547, -0.041632, -0.02109, -0.017135, 0.012373, -0.013858
689.9998188018799, 0.042393, -0.0542, -0.01633, -0.012721, 0.013519, 0.001592
699.9998092651367, 0.024761, -0.059337, -0.006685, -0.001896, 0.009506, 0.006087
709.9997997283936, 0.00578, -0.055769, -0.00334, -5.11E-4, 0.011303, 0.007084
720.0000286102295, -0.023315, -0.051062, 0.003523, -0.007578, 0.012026, 0.004187
730.0000190734863, -0.043424, -0.062361, 0.008332, -0.009348, 0.013125, 0.012887
740.0000095367432, -0.068644, -0.06747, 0.009282, -0.002873, 0.011856, 0.016193
750.0, -0.097619, -0.076305, 0.009015, -0.007357, 0.008006, 0.012535
769.9999809265137, -0.121468, -0.09374, 0.005289, -0.011398, 0.006455, 0.01258
779.9999713897705, -0.121444, -0.096224, 0.006558, -0.007981, 0.008374, 0.01637
789.9999618530273, -0.112708, -0.085009, 0.002815, -0.00512, 0.004478, 0.002062
799.9999523162842, -0.081238, -0.077342, -0.005437, -0.007852, 0.003853, -0.029462
809.999942779541, -0.038281, -0.079601, -0.001095, -0.008455, 0.00438, -0.032649
819.9999332427979, -0.002913, -0.080556, -0.009154, -0.007725, 0.004261, -0.032548
829.9999237060547, 0.019605, -0.058168, -0.009202, -0.008523, 0.00688, -0.030829
839.9999141693115, 0.008187, -0.054536, -0.009422, -0.012682, 0.009302, -0.021069
849.9999046325684, -0.019783, -0.034948, -0.006475, -0.00671, 0.001895, -0.012505
859.9998950958252, -0.043732, -0.041255, -0.009166, -0.001305, 0.001197, -0.002649
869.999885559082, -0.047498, -0.042597, 6.14E-4, 3.34E-4, 0.002494, 0.005144
879.9998760223389, -0.053837, -0.040159, 4.81E-4, 0.002059, 0.001046, 9.04E-4
889.9998664855957, -0.047458, -0.046359, 0.00681, -0.001429, -0.001357, -0.003937
899.9998569488525, -0.051159, -0.056278, 0.006925, -0.001688, -0.002392, -0.007176
909.9998474121094, -0.064967, -0.065069, 0.013006, 0.001243, -0.001781, -9.52E-4
919.9998378753662, -0.065076, -0.052731, 0.016475, 0.002284, 8.86E-4, -0.002197
929.999828338623, -0.036101, -0.045086, 0.010632, 0.002487, -0.001349, -0.006456
939.9998188018799, -0.001995, -0.046059, 0.003782, -0.005677, -3.8E-5, -0.008187
949.9998092651367, 0.029189, -0.002565, 0.001045, -0.005144, 0.002405, -0.017019
959.9997997283936, 0.039132, 0.014789, 0.003349, 1.75E-4, 0.00655, -0.009202
980.0000190734863, 0.020134, 0.019631, 0.001768, -0.003652, 0.002701, -0.007038
990.0000095367432, 0.012574, 0.017108, 0.001704, -0.005957, 0.003933, -0.002773
1000.0, 0.011314, 0.017058, 0.006593, -0.001669, 0.005843, 0.002988
1009.9999904632568, -0.003741, 0.005815, 0.009019, -0.002433, 0.003603, 0.004315
1019.9999809265137, 0.010104, 0.012039, 0.014019, -0.002806, 0.003607, 0.00158
1029.9999713897705, 1.63E-4, -0.005387, 0.020302, -0.002538, 0.003081, -8.3E-5
1039.9999618530273, -0.023804, -0.008065, 0.02736, -0.001855, 0.005531, -0.002588
1049.9999523162842, -0.046667, 0.00659, 0.032915, -0.002646, 0.002971, 0.006912
1059.999942779541, -0.046768, 0.017752, 0.029045, -0.003843, 0.003366, 0.007535
1069.9999332427979, -0.032825, 0.011663, 0.0269, -0.008739, 0.002944, -0.003569
1079.9999237060547, -0.012559, 0.004366, 0.026092, -0.007006, 0.004821, -0.012287
1089.9999141693115, 0.007404, 0.030483, 0.022263, -0.006725, 0.004762, -0.010231
1099.9999046325684, 0.003548, 0.036659, 0.019653, -0.007837, 0.005828, -0.007294
1109.9998950958252, -0.003908, 0.022972, 0.023459, -0.007539, 6.2E-5, -0.010686
1119.999885559082, -0.014137, 0.036499, 0.024312, -0.008114, -0.0012, -0.00954
1129.9998760223389, -0.034506, 0.053688, 0.023731, -0.008326, 6.48E-4, -0.003351
1139.9998664855957, -0.052048, 0.037519, 0.0213, -0.009723, 0.00222, 0.005142
1149.9998569488525, -0.067186, 0.036134, 0.02724, -0.007733, 0.003759, 0.009426
1159.9998474121094, -0.076005, 0.033592, 0.028384, -0.008066, 0.002459, 0.002879
1169.9998378753662, -0.063239, 0.018793, 0.031276, -0.013529, -1.81E-4, -0.007117
1189.9998188018799, -0.036288, -0.028047, 0.032455, -0.011547, 0.00137, -0.008847
1199.9998092651367, -0.00837, -0.043857, 0.020861, -0.007937, 0.003043, -0.020799
1209.9997997283936, 0.009274, -0.040001, 0.016145, -0.011774, 0.005939, -0.02061
1220.0000286102295, -9.96E-4, -0.023932, 0.008372, -0.012524, 0.003772, -0.01687
1230.0000190734863, -0.027894, 0.016695, 0.009755, -0.011581, 0.004948, -0.004849
1240.0000095367432, -0.040472, 0.010429, 0.009682, -0.009796, 0.00363, -1.29E-4
1250.0, -0.030457, 0.019168, 0.006004, -0.01096, 0.00608, -0.004864
1259.9999904632568, -0.026503, 6.09E-4, 0.008831, -0.010983, 0.004548, -0.005742
1269.9999809265137, -0.021099, -0.038934, 0.008354, -0.008401, 0.003414, -0.005015
1279.9999713897705, -0.044913, -0.058919, 0.014481, -0.003331, 0.002824, 0.001395
1289.9999618530273, -0.071342, -0.070182, 0.010612, -0.007372, -8.63E-4, 0.002839
1299.9999523162842, -0.087959, -0.048064, 0.014907, -0.007007, -4.68E-4, -0.004328
1309.999942779541, -0.089463, -0.023269, 0.005884, -0.005917, 0.003114, -0.008919
1319.9999332427979, -0.070895, 0.017662, 0.004238, -0.00706, 8.49E-4, -0.019406
1329.9999237060547, -0.040667, 0.026484, 0.005755, -0.004955, 0.004204, -0.020131
1339.9999141693115, -0.024286, 0.029101, -1.82E-4, -0.006314, 0.004608, -0.017104
1349.9999046325684, -0.024261, 0.026607, 0.002313, -0.006626, 0.001776, -0.015297
1359.9998950958252, -0.027972, 0.019091, 0.010972, -0.00759, 6.91E-4, -0.015067
1369.999885559082, -0.036698, 0.005439, 0.009852, -0.006651, 6.1E-4, -0.012079
1389.9998664855957, -0.03293, 0.007901, 0.013546, -0.003744, -4.37E-4, -0.012702
1399.9998569488525, -0.026558, 5.46E-4, 0.010085, -0.002806, 0.002686, -0.009525
1409.9998474121094, -0.039031, -0.016869, 0.012653, -0.005687, 0.001612, -3.67E-4
1419.9998378753662, -0.054004, -0.036774, 0.015228, -0.00772, 0.001463, 0.009911
1429.999828338623, -0.070669, -0.00967, 0.014533, -0.010854, 0.001655, 0.010796
1439.9998188018799, -0.075874, 0.006441, 0.005604, -0.01308, 5.3E-4, 0.011614
1449.9998092651367, -0.080872, 0.001401, 0.011753, -0.01366, -5.63E-4, 0.004732
1459.9997997283936, -0.063162, -9.96E-4, 0.014505, -0.009576, -0.002628, -0.002703
1470.0000286102295, -0.043069, 0.010348, 0.002342, -0.012678, -0.003233, -0.00783
1480.0000190734863, -0.025352, 0.006723, 0.00389, -0.01166, 6.4E-5, -0.00419
1490.0000095367432, -0.017476, -0.026614, 0.002117, -0.012491, 2.41E-4, -0.005448
1500.0, -8.58E-4, -0.048775, 0.001508, -0.008557, -0.001869, -0.01063
1509.9999904632568, 0.00554, -0.057454, 0.007882, -0.007517, -0.00364, -0.018731
1519.9999809265137, -8.27E-4, -0.052502, 0.002801, -0.010879, -0.003243, -0.018225
1529.9999713897705, -0.012256, -0.043997, 0.012303, -8.88E-4, -0.005898, 9.77E-4
1539.9999618530273, -0.007011, -0.064988, 0.012731, 0.005548, -0.004418, -0.003271
1549.9999523162842, -0.008488, -0.042689, 0.004982, -0.022968, -0.0024, -0.012284
1559.999942779541, -0.009603, -0.058802, 0.006471, -0.021489, -0.008653, -0.015196
1569.9999332427979, 0.018571, -0.101908, 0.005155, -0.00412, -0.009917, -0.029832
1579.9999237060547, 0.057899, -0.121438, 0.002375, -0.004633, -0.010976, -0.035168
1599.9999046325684, 0.060307, -0.109053, 9.78E-4, -0.009949, -0.007742, -0.028345
1609.9998950958252, 0.013609, -0.113057, 0.001601, -0.009119, -0.005389, -0.005362
1619.999885559082, -0.050461, -0.150557, 0.002535, -0.005876, -0.010359, 0.016595
1629.9998760223389, -0.099484, -0.176751, -0.006316, -0.004589, -0.009223, 0.022975
1639.9998664855957, -0.136281, -0.158389, -0.012058, -0.018569, -0.00366, 0.016976
1649.9998569488525, -0.13665, -0.118714, -0.026219, -0.020021, 5.34E-4, 0.022034
1659.9998474121094, -0.131835, -0.091493, -0.026603, -0.022496, 0.001835, 0.029599
1669.9998378753662, -0.094058, -0.07769, -0.025058, -0.019831, 0.004767, 0.022574
1679.999828338623, -0.022075, -0.077161, -0.036292, -0.013006, 0.002082, 0.011671
1689.9998188018799, 0.045082, -0.100254, -0.036159, -0.013441, 0.004678, -0.008984
1699.9998092651367, 0.079357, -0.119873, -0.032873, -0.014596, 0.007672, -0.017859
1709.9997997283936, 0.061804, -0.134846, -0.030417, -0.009025, 0.005244, -0.005331
1720.0000286102295, 0.022388, -0.105475, -0.022893, -0.008923, 0.007094, 0.009201
1730.0000190734863, -0.037345, -0.066214, -0.02932, -0.008985, 0.008346, 0.014877
1740.0000095367432, -0.079444, -0.023034, -0.047825, -0.007674, 0.008671, 0.015427
1750.0, -0.084894, 0.020218, -0.048629, -0.008467, 0.009618, 0.003831
1759.9999904632568, -0.058697, 0.053848, -0.058627, -0.004203, 0.01467, -0.005161
1769.9999809265137, -0.024653, 0.057839, -0.06801, -0.006209, 0.008119, -0.023551
1779.9999713897705, 0.004454, 0.0494, -0.073574, -0.008259, 0.005595, -0.034253
1799.9999523162842, 0.023487, 0.037192, -0.079221, -0.007237, 0.007338, -0.035372
1809.999942779541, 0.039902, 0.036072, -0.081415, -0.00205, 0.004779, -0.029063
1819.9999332427979, 0.043552, 0.04972, -0.084043, -0.001464, 0.00773, -0.02312
1829.9999237060547, 0.03714, 0.059553, -0.081845, -0.005228, 0.002595, -0.025083
1839.9999141693115, 0.039671, 0.058302, -0.078107, 0.002204, 0.00285, -0.026815
1849.9999046325684, 0.042412, 0.033589, -0.077651, 0.008325, 0.002607, -0.021376
1859.9998950958252, 0.061774, -0.01207, -0.075374, 0.006528, -0.002356, -0.027469
1869.999885559082, 0.062082, -0.046679, -0.077238, 1.18E-4, -0.002234, -0.011319
1879.9998760223389, 0.067235, -0.058955, -0.084315, -3.15E-4, -0.001436, -0.010299
1889.9998664855957, 0.069676, -0.05024, -0.089333, 0.001697, -1.72E-4, -0.001784
1899.9998569488525, 0.064455, -0.031709, -0.090948, -5.44E-4, 0.001752, 0.003867
1909.9998474121094, 0.037478, 0.017655, -0.098303, -0.003608, 3.16E-4, 0.012425
1919.9998378753662, 0.02966, 0.043631, -0.104986, -0.003883, 8.38E-4, 0.012558
1929.999828338623, 0.006916, 0.044729, -0.105331, -0.007087, 0.001216, 0.012719
1939.9998188018799, 0.00338, 0.017466, -0.101243, 3.69E-4, 0.002167, 0.009387
1949.9998092651367, 0.002295, -0.002309, -0.103378, -6.86E-4, -0.001816, 0.003689
1959.9997997283936, 0.002266, 0.001376, -0.100987, -0.005179, -9.94E-4, 0.0018
1970.0000286102295, -0.012859, -0.002419, -0.102365, -0.00805, 0.00263, 0.007503
1980.0000190734863, -0.02156, -0.017358, -0.097332, -0.005131, 0.002953, 0.007494
1990.0000095367432, -0.035131, -0.05331, -0.096919, -0.005322, 0.001836, 7.54E-4
2009.9999904632568, -0.060208, -0.073305, -0.090809, -0.007254, 1.91E-4, -4.5E-5
2019.9999809265137, -0.052632, -0.07324, -0.093153, -0.006573, 0.001517, -9.98E-4
2029.9999713897705, -0.040263, -0.045921, -0.098338, -0.008064, 0.004006, -0.01738
2039.9999618530273, -0.026849, 0.00611, -0.100245, -0.008703, 0.003481, -0.01772
2049.999952316284, -0.010641, 0.028475, -0.101612, -0.006401, 0.006244, -0.013384
2059.999942779541, 0.003239, 0.029753, -0.097749, -0.013642, 0.002864, -0.015109
2069.999933242798, -0.009362, 0.025948, -0.096635, -0.013456, -3.92E-4, -0.014813
2079.9999237060547, -0.027025, 0.023352, -0.095617, -0.009728, -3.78E-4, -0.007084
2089.9999141693115, -0.059876, 0.025535, -0.085088, -0.005292, -6.9E-5, -0.003836
2099.9999046325684, -0.080156, 0.034017, -0.079391, -0.004862, -0.002101, -0.002156
2109.999895095825, -0.078865, 0.031531, -0.076878, 7.38E-4, -0.003345, -7.67E-4
2119.999885559082, -0.058451, 0.009377, -0.074983, -0.001448, -0.00305, -0.001681
2129.999876022339, -0.027723, -0.03621, -0.073767, -0.006749, -0.003757, -0.011819
2139.9998664855957, -0.004808, -0.055879, -0.071876, -0.005857, -0.005026, -0.016623
2149.9998569488525, 0.007725, -0.045896, -0.074313, -0.007998, -0.003602, -0.022114
2159.9998474121094, 0.002497, -0.027381, -0.074697, -0.008925, -2.94E-4, -0.022792
2169.999837875366, -0.005189, -0.016253, -0.079902, -0.008, 0.00636, -0.014421
2179.999828338623, -0.013975, -0.022489, -0.079924, -0.008683, 0.003629, -0.009247
2189.99981880188, -0.02899, -0.038663, -0.079865, -0.007492, 0.002776, -0.002411
2209.9997997283936, -0.034018, -0.042369, -0.084777, -0.010081, 1.85E-4, -0.005279
2220.0000286102295, -0.046539, -0.054838, -0.082291, -0.008006, 0.002592, -0.004623
2230.0000190734863, -0.062752, -0.079606, -0.090689, -0.010228, 0.004246, -0.002386
2240.000009536743, -0.08278, -0.10308, -0.108973, -0.014779, 0.007027, -8.61E-4
2250.0, -0.118054, -0.117975, -0.13007, -0.028455, 0.015215, -8.59E-4
2259.999990463257, -0.217522, -0.159204, -0.1541, -0.031893, 0.020844, 2.0E-4
2269.9999809265137, -0.37903, -0.18241, -0.159707, -0.028634, 0.023034, -0.00807
2279.9999713897705, -0.514435, -0.159612, -0.174304, -0.010943, 0.018757, -0.017074
2289.9999618530273, 0.237494, 0.109032, 0.033162, -0.019589, 0.021122, -0.031193
2299.999952316284, 1.137122, 0.913766, -0.01894, -0.033989, 0.024207, -0.025265
2309.999942779541, 0.836675, 0.460121, -0.111283, -0.172917, 0.052625, -0.017588
2319.999933242798, 0.76549, -0.162824, 0.090758, -0.101089, 0.077198, -0.23615
2329.9999237060547, 0.510322, -0.196831, -0.163775, 0.005561, -0.07057, -0.086901
2339.9999141693115, 0.204399, -0.344958, -0.413434, -0.079064, -0.033825, 0.15649
2349.9999046325684, -0.083267, -0.401181, -0.550321, -0.236574, 0.002837, 0.228611
2359.999895095825, -0.219711, -0.40764, -0.614731, -0.173342, -0.043315, 0.154993
2369.999885559082, -0.228541, -0.415924, -0.665004, -0.149341, -0.023355, 0.078189
2379.999876022339, -0.185695, -0.409226, -0.697605, -0.140557, 0.011978, 0.016751
2389.9998664855957, -0.140851, -0.337349, -0.683454, -0.113673, 0.037076, -0.014022
2399.9998569488525, -0.010985, -0.304778, -0.64043, -0.082373, 0.053894, -0.009416
2419.999837875366, 0.42551, -0.360385, -0.481109, -0.033178, 0.108619, -0.017147
2429.999828338623, 1.074344, -0.733605, -0.488739, -0.064024, 0.041088, -0.025051
2439.99981880188, 1.509182, -1.46915, -0.503159, -0.118926, 0.12028, -0.067132
2449.9998092651367, 1.675711, -2.145829, -0.50405, -0.094531, 0.118665, -0.012605
2459.9997997283936, 1.528267, -2.583335, -0.349165, -0.046158, 0.131268, 0.073556
2470.0000286102295, 0.685703, -2.861671, -0.354178, -0.071515, 0.107322, 0.158315
2480.0000190734863, -0.625903, -2.554249, -0.497268, -0.120043, 0.151083, 0.190557
2490.000009536743, -1.567784, -1.340807, -0.470027, -0.02434, 0.113217, 0.299635
2500.0, -1.797458, 0.175136, -0.463366, -0.108035, 0.073645, 0.368838
2509.999990463257, -1.877355, 1.737352, -0.557119, -0.236637, 0.046214, 0.279297
2519.9999809265137, -1.903897, 1.871241, -0.614953, -0.159097, 0.107623, 0.132937
2529.9999713897705, -1.627347, 1.320163, -0.620055, -0.120001, 0.079145, -0.00119
2539.9999618530273, -1.180008, 0.591343, -0.689597, -0.07867, 0.053467, -0.038643
2549.999952316284, -0.639938, -0.199675, -0.795999, -0.020569, 0.082746, -0.152684
2559.999942779541, -0.248208, -0.63512, -0.792804, -0.03284, 0.102912, -0.154335
2569.999933242798, -0.115572, -0.902253, -0.696849, -0.02713, 0.092694, -0.096466
2579.9999237060547, -0.053756, -1.024844, -0.633791, -0.005351, 0.109614, -0.024274
2589.9999141693115, 0.104562, -1.209508, -0.619803, -0.025483, 0.132588, 0.047462
2599.9999046325684, 0.272406, -1.467245, -0.586048, -0.048695, 0.129476, 0.081528
2619.999885559082, 0.531991, -1.662028, -0.473537, -0.047749, 0.143211, 0.122695
2629.999876022339, 0.921537, -1.837656, -0.33985, -0.03785, 0.203685, 0.153621
2639.9998664855957, 1.369149, -2.151291, -0.223845, -0.020325, 0.253699, 0.176924
2649.9998569488525, 1.709209, -2.586647, -0.122056, 0.002144, 0.300163, 0.225077
2659.9998474121094, 1.861514, -3.207721, 0.018178, 0.036611, 0.342976, 0.341959
2669.999837875366, 1.866598, -3.87176, 0.307866, 0.068134, 0.397608, 0.494699
2679.999828338623, 1.796432, -4.446556, 0.666095, 0.093693, 0.451841, 0.630641
2689.99981880188, 1.691094, -4.909839, 0.974102, 0.164546, 0.568515, 0.770328
2699.9998092651367, 1.576786, -5.512106, 1.18621, 0.199762, 0.638648, 0.785862
2709.9997997283936, 1.408175, -6.242888, 1.49414, 0.220357, 0.644762, 0.781756
2720.0000286102295, 1.114537, -6.965252, 1.887201, 0.232047, 0.648292, 0.740693
2730.0000190734863, 0.903602, -7.467376, 2.32557, 0.226253, 0.674508, 0.643828
2740.000009536743, 0.715104, -7.542336, 2.573084, 0.179108, 0.675114, 0.472051
2750.0, 0.342441, -7.106394, 2.670726, 0.099558, 0.65551, 0.291085
2759.999990463257, -0.231743, -6.314352, 2.777844, 0.042639, 0.597952, 0.21373
2769.9999809265137, -0.793077, -5.272081, 2.844131, 0.028403, 0.523836, 0.191623
2779.9999713897705, -1.373952, -4.171346, 2.85641, 0.049912, 0.522028, 0.189898
2789.9999618530273, -1.983159, -3.14764, 2.89043, 0.0964, 0.517639, 0.218748
2799.999952316284, -2.504852, -2.570622, 3.016654, 0.164123, 0.500084, 0.271118
2809.999942779541, -2.878825, -2.394112, 3.22781, 0.2271, 0.515186, 0.278545
2829.9999237060547, -3.058043, -2.64072, 3.598548, 0.278754, 0.569016, 0.227648
2839.9999141693115, -2.938477, -3.25334, 3.885341, 0.282707, 0.53722, 0.077829
2849.9999046325684, -2.55157, -3.835883, 4.023406, 0.229675, 0.454773, -0.161589
2859.999895095825, -2.015523, -4.258587, 4.376781, -0.118684, 0.308973, -0.601046
2869.999885559082, -1.31277, -4.288789, 4.50027, -0.27063, 0.149062, -0.823191
2879.999876022339, -0.615141, -3.810744, 4.18462, -0.381839, 0.187222, -0.810329
2889.9998664855957, -0.016947, -3.245874, 3.767953, -0.511248, 0.113637, -0.831133
2899.9998569488525, 0.449436, -2.89322, 3.491554, -0.600337, -0.007689, -0.793267
2909.9998474121094, 0.733249, -2.729446, 3.338354, -0.674169, -0.071005, -0.738592
2919.999837875366, 0.840113, -2.418088, 3.155578, -0.756229, -0.118626, -0.662869
2929.999828338623, 0.677837, -1.944692, 3.069204, -0.811795, -0.165242, -0.536968
2939.99981880188, 0.269632, -1.376213, 2.970316, -0.839466, -0.191293, -0.420364
2949.9998092651367, -0.258298, -0.712372, 2.769974, -0.889813, -0.236801, -0.334135
2959.9997997283936, -0.727008, -0.043733, 2.483326, -0.945644, -0.302398, -0.265074
2970.0000286102295, -1.079694, 0.646586, 2.201668, -0.992695, -0.330452, -0.228954
2980.0000190734863, -1.276893, 1.189132, 1.956636, -1.0105, -0.314328, -0.21773
2990.000009536743, -1.151017, 1.468746, 1.593156, -0.957507, -0.298383, -0.238794
3000.0, -0.909053, 1.509889, 1.434063, -0.869916, -0.271886, -0.258175
3009.999990463257, -0.573763, 1.017954, 1.350317, -0.624554, -0.276828, -0.388337
3029.9999713897705, -0.089221, 0.497653, 1.217694, -0.65004, -0.216899, -0.43374
3039.9999618530273, 0.414017, 0.133979, 1.002978, -0.641254, -0.190322, -0.452788
3049.999952316284, 0.773433, -0.11637, 0.738894, -0.663522, -0.218589, -0.449154
3059.999942779541, 0.967465, -0.231996, 0.511847, -0.68927, -0.261877, -0.399894
3069.999933242798, 1.069349, -0.211137, 0.311827, -0.677621, -0.263851, -0.327567
3079.9999237060547, 1.115854, -0.071931, 0.116369, -0.649384, -0.25869, -0.235678
3089.9999141693115, 1.091181, 0.118625, -0.060134, -0.619077, -0.241074, -0.148658
3099.9999046325684, 0.993908, 0.243918, -0.175261, -0.562375, -0.214475, -0.073037
3109.999895095825, 0.874887, 0.270685, -0.208092, -0.487582, -0.186971, -0.005256
3119.999885559082, 0.805899, 0.218237, -0.197165, -0.418133, -0.16515, 0.035336
3129.999876022339, 0.817871, 0.152682, -0.1873, -0.361419, -0.125334, 0.038887
3139.9998664855957, 0.898641, 0.157109, -0.214417, -0.325311, -0.073158, 0.018892
3149.9998569488525, 1.022388, 0.167422, -0.176011, -0.302436, -0.009041, -9.82E-4
3159.9998474121094, 1.098806, 0.232521, -0.215253, -0.302055, 0.042233, -0.044075
3169.999837875366, 1.144703, 0.027415, -0.349718, -0.272186, 0.071994, -0.073674
3179.999828338623, 1.147309, -0.399341, -0.335118, -0.130025, 0.08171, -0.07437
3189.99981880188, 1.171502, -0.68812, -0.242816, -0.094052, 0.076031, -0.051907
3199.9998092651367, 1.219142, -0.781028, -0.190275, -0.091686, 0.079927, -0.04917
3209.9997997283936, 1.289634, -0.766217, -0.282718, -0.155323, 0.052362, -0.035919
3220.0000286102295, 1.352068, -0.711094, -0.467941, -0.220648, 0.024779, 0.005158
3240.000009536743, 1.429187, -0.740177, -0.629456, -0.249755, 0.027409, 0.008159
3250.0, 1.490021, -0.638637, -0.748031, -0.250694, 0.018544, -0.038885
3259.999990463257, 0.718196, -0.20265, -0.647567, -0.180754, 0.022111, 0.10033
