timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478478745.55,-0.146628,0.020105,2.843047,0.332187,0.343719,-0.295433,-0.146074,-0.020104,-0.989069,0.133745,-0.025886,-0.063604,5.944149,-28.188902,-54.236893,,,,,,
1478478745.56,-0.142407,0.024010,2.839220,0.343860,0.426854,-0.465918,-0.141886,-0.024008,-0.989592,0.163309,-0.090479,0.004835,6.522174,-28.662476,-53.921345,,,,,,
1478478745.57,-0.138847,0.028987,2.833007,0.375846,0.207801,-0.715635,-0.138343,-0.028983,-0.989960,0.107353,-0.103829,0.036713,6.522174,-28.662476,-53.921345,,,,,,
1478478745.58,-0.141108,0.032622,2.824817,0.180860,-0.317936,-0.835900,-0.140566,-0.032616,-0.989534,0.036119,-0.066154,0.027910,7.250196,-28.981468,-53.657215,,,,,,
1478478745.59,-0.142948,0.034297,2.816655,0.010245,-0.158799,-0.765009,-0.142377,-0.034290,-0.989218,0.046964,-0.019680,0.121481,7.250196,-28.981468,-53.657215,,,,,,
1478478745.60,-0.144456,0.035662,2.809327,0.055972,-0.177643,-0.697802,-0.143863,-0.035654,-0.988955,0.107028,-0.105795,-0.148282,7.493421,-29.015526,-53.605370,,,,,,
1478478745.61,-0.145872,0.038638,2.802289,0.232526,-0.146812,-0.708039,-0.145247,-0.038629,-0.988641,0.144255,-0.121436,-0.040045,7.493421,-29.015526,-53.605370,,,,,,
1478478745.62,-0.146842,0.043914,2.795023,0.450671,-0.113959,-0.781484,-0.146174,-0.043900,-0.988284,0.094248,-0.069762,-0.052701,7.739053,-29.022047,-53.566925,,,,,,
1478478745.63,-0.147828,0.051329,2.787280,0.628949,-0.139660,-0.832440,-0.147096,-0.051306,-0.987791,0.058244,0.001791,-0.161822,7.739053,-29.022047,-53.566925,,,,,,
1478478745.64,-0.150074,0.059017,2.780702,0.607844,-0.299399,-0.676742,-0.149251,-0.058983,-0.987039,0.054647,0.003868,-0.221641,8.086395,-29.443485,-53.284885,,,,,,
1478478745.65,-0.155510,0.064282,2.776251,0.358521,-0.633175,-0.430643,-0.154564,-0.064238,-0.985892,0.091469,-0.009508,-0.236688,8.086395,-29.443485,-53.284885,,,,,,
1478478745.66,-0.164632,0.066079,2.773669,0.058517,-0.955766,-0.227163,-0.163532,-0.066031,-0.984326,0.114338,0.020575,-0.130695,8.025464,-29.932222,-53.021141,,,,,,
1478478745.67,-0.176049,0.066516,2.771505,0.032392,-1.139024,-0.218315,-0.174754,-0.066467,-0.982366,0.139063,0.030670,-0.011668,7.617483,-29.982382,-53.052979,,,,,,
1478478745.68,-0.187772,0.070314,2.769131,0.434845,-1.096227,-0.312570,-0.186209,-0.070257,-0.979995,0.238409,0.030935,0.059325,7.617483,-29.982382,-53.052979,,,,,,
1478478745.70,-0.195831,0.080519,2.767326,1.093879,-0.644186,-0.359744,-0.193951,-0.080432,-0.977708,0.248822,0.021945,0.060884,6.528928,-30.124859,-53.117359,,,,,,
1478478745.71,-0.197362,0.097535,2.766831,1.718149,0.026197,-0.366954,-0.195151,-0.097381,-0.975927,0.141486,0.039138,-0.038737,6.528928,-30.124859,-53.117359,,,,,,
1478478745.72,-0.192128,0.118121,2.766688,1.942586,0.626421,-0.405735,-0.189618,-0.117846,-0.974760,-0.084674,0.036013,-0.271761,6.242653,-31.463394,-52.370522,,,,,,
1478478745.73,-0.182775,0.137720,2.765603,1.740005,0.950930,-0.463196,-0.180038,-0.137285,-0.974032,-0.156586,0.068514,-0.274884,6.242653,-31.463394,-52.370522,,,,,,
1478478745.74,-0.170925,0.152800,2.763164,1.233149,1.124815,-0.474675,-0.168112,-0.152206,-0.973946,-0.187235,0.086380,-0.218116,7.274397,-33.431942,-50.999767,,,,,,
1478478745.75,-0.158192,0.161764,2.760345,0.653027,1.174834,-0.368608,-0.155476,-0.161059,-0.974622,-0.152263,0.066821,-0.128986,7.274397,-33.431942,-50.999767,,,,,,
1478478745.76,-0.146286,0.165017,2.758264,0.166651,1.064077,-0.194697,-0.143785,-0.164269,-0.975880,-0.048018,0.030388,-0.034298,8.789344,-34.510578,-50.033539,,,,,,
1478478745.77,-0.136656,0.164649,2.757756,-0.088845,0.849302,0.013737,-0.134388,-0.163906,-0.977279,-0.018337,0.024792,0.120071,8.789344,-34.510578,-50.033539,,,,,,
1478478745.78,-0.129924,0.163496,2.759000,-0.074998,0.594626,0.160504,-0.127831,-0.162769,-0.978348,0.056252,-0.000699,0.243409,9.944872,-34.606636,-49.750053,,,,,,
1478478745.79,-0.125507,0.163676,2.761298,0.084492,0.426859,0.224509,-0.123504,-0.162946,-0.978874,0.129287,-0.007845,0.252831,9.944872,-34.606636,-49.750053,,,,,,
1478478745.80,-0.121143,0.165169,2.764101,0.197689,0.484234,0.247250,-0.119202,-0.164419,-0.979162,0.147339,0.001653,0.180761,10.403423,-34.617916,-49.648327,,,,,,
1478478745.81,-0.115752,0.167235,2.766825,0.228403,0.576181,0.217933,-0.113883,-0.166457,-0.979450,0.114447,0.023726,0.069660,10.553782,-34.735081,-49.534630,,,,,,
1478478745.82,-0.109846,0.169376,2.768912,0.220600,0.592723,0.157445,-0.108057,-0.168567,-0.979749,0.053903,0.025043,0.011686,10.553782,-34.735081,-49.534630,,,,,,
1478478745.83,-0.104440,0.171370,2.770635,0.201052,0.517296,0.142492,-0.102723,-0.170532,-0.979983,0.018022,0.022812,0.020098,11.003830,-35.014038,-49.239422,,,,,,
1478478745.84,-0.100491,0.172878,2.772873,0.149377,0.374162,0.214070,-0.098827,-0.172019,-0.980124,-0.008061,0.024237,0.021445,11.003830,-35.014038,-49.239422,,,,,,
1478478745.85,-0.097832,0.174094,2.775495,0.141408,0.279969,0.232716,-0.096199,-0.173216,-0.980174,-0.018745,0.000746,0.051753,11.372988,-35.244568,-48.990440,,,,,,
1478478745.86,-0.095553,0.175566,2.777696,0.170680,0.247278,0.171141,-0.093941,-0.174665,-0.980136,0.009209,-0.004610,0.083255,11.372988,-35.244568,-48.990440,,,,,,
1478478745.87,-0.093298,0.177590,2.778754,0.207360,0.225065,0.045720,-0.091697,-0.176658,-0.979992,-0.005638,0.012198,0.123317,11.497576,-35.449135,-48.813442,,,,,,
1478478745.88,-0.090952,0.179570,2.778258,0.170667,0.212449,-0.096865,-0.089367,-0.178606,-0.979854,-0.008824,0.005572,0.099010,11.497576,-35.449135,-48.813442,,,,,,
1478478745.90,-0.088479,0.181090,2.776681,0.122632,0.205409,-0.175933,-0.086918,-0.180102,-0.979800,-0.035228,0.001528,0.079028,11.720203,-35.647903,-48.615341,,,,,,
1478478745.91,-0.086274,0.182643,2.774787,0.140671,0.164794,-0.186025,-0.084734,-0.181629,-0.979710,-0.049772,-0.005779,0.042957,11.720203,-35.647903,-48.615341,,,,,,
1478478745.92,-0.084788,0.184560,2.773352,0.180511,0.096566,-0.132787,-0.083249,-0.183514,-0.979486,-0.046420,-0.003803,0.016809,12.048043,-35.738190,-48.468689,,,,,,
1478478745.93,-0.088940,0.183686,2.773616,0.237952,-0.095669,-0.026916,-0.087329,-0.182655,-0.979291,-0.009885,0.009193,-0.002917,12.048043,-35.738190,-48.468689,,,,,,
