timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478477571.47,0.076390,0.486291,-0.066606,0.071859,-0.066445,0.016074,0.067469,-0.467350,-0.881494,-0.009821,0.009007,-0.029700,-12.209739,-40.327908,-10.538700,,,,,,
1478477571.48,0.075251,0.486606,-0.066359,0.087082,-0.076238,0.014011,0.066453,-0.467629,-0.881424,-0.008439,0.012795,-0.021500,-12.209739,-40.327908,-10.538700,,,,,,
1478477571.49,0.074024,0.487092,-0.066064,0.092027,-0.066326,0.013922,0.065355,-0.468058,-0.881278,-0.012682,0.012324,-0.018319,-12.252412,-40.325912,-10.496715,,,,,,
1478477571.50,0.072493,0.487280,-0.065575,0.064085,-0.052859,0.007172,0.063999,-0.468224,-0.881289,-0.016285,0.012734,0.006487,-12.275768,-40.327152,-10.464615,,,,,,
1478477571.52,0.071765,0.487796,-0.065488,0.042778,-0.070363,0.014518,0.063341,-0.468680,-0.881094,-0.015626,0.013190,0.006293,-12.275768,-40.327152,-10.464615,,,,,,
1478477571.53,0.070503,0.488078,-0.065151,0.032763,-0.080368,0.019453,0.062219,-0.468929,-0.881042,-0.010156,0.007427,0.002105,-12.319079,-40.327225,-10.413329,,,,,,
1478477571.54,0.069515,0.488067,-0.064850,-0.003991,-0.067004,0.021151,0.061349,-0.468919,-0.881108,-0.003762,0.006151,0.003789,-12.319079,-40.327225,-10.413329,,,,,,
1478477571.55,0.068746,0.487740,-0.064513,-0.043359,-0.043751,0.021419,0.060682,-0.468631,-0.881307,-0.005079,0.009494,0.018820,-12.362791,-40.322445,-10.379963,,,,,,
1478477571.56,0.068078,0.487220,-0.064153,-0.075046,-0.031554,0.018304,0.060110,-0.468171,-0.881591,-0.007055,0.005464,0.027190,-12.362791,-40.322445,-10.379963,,,,,,
1478477571.57,0.067406,0.486801,-0.063785,-0.061227,-0.022773,0.012226,0.059530,-0.467801,-0.881827,-0.012411,0.001020,0.026404,-12.396753,-40.306343,-10.401965,,,,,,
1478477571.58,0.066885,0.486503,-0.063474,-0.039877,-0.009020,0.008627,0.059081,-0.467537,-0.881997,-0.012664,0.004342,0.021172,-12.396753,-40.306343,-10.401965,,,,,,
1478477571.59,0.066411,0.486146,-0.063193,-0.021040,0.002251,0.003809,0.058673,-0.467222,-0.882191,-0.015766,0.007215,0.006825,-12.428049,-40.291637,-10.421580,,,,,,
1478477571.60,0.066366,0.486078,-0.063089,0.015329,0.029740,-0.004710,0.058636,-0.467162,-0.882225,-0.011898,0.005248,-0.000358,-12.428049,-40.291637,-10.421580,,,,,,
1478477571.61,0.066937,0.486298,-0.063194,0.020176,0.052063,-0.008697,0.059132,-0.467357,-0.882089,-0.011830,0.007380,0.003168,-12.444115,-40.283119,-10.435336,,,,,,
1478477571.62,0.067320,0.486334,-0.063292,-0.001026,0.022233,-0.006046,0.059470,-0.467388,-0.882050,-0.018714,0.011730,0.006088,-12.444115,-40.283119,-10.435336,,,,,,
1478477571.63,0.067364,0.486222,-0.063283,-0.014780,0.007266,-0.001086,0.059512,-0.467289,-0.882099,-0.002505,0.007420,0.013981,-12.428629,-40.287918,-10.435269,,,,,,
1478477571.64,0.067370,0.485867,-0.063240,-0.032452,0.005903,0.001136,0.059528,-0.466975,-0.882264,-0.002247,0.007976,0.008973,-12.428629,-40.287918,-10.435269,,,,,,
1478477571.65,0.067124,0.485104,-0.063042,-0.076473,-0.014242,0.011880,0.059335,-0.466300,-0.882634,-0.003289,0.006996,0.005132,-12.428461,-40.282829,-10.455078,,,,,,
1478477571.66,0.066493,0.483857,-0.062783,-0.092568,-0.051454,0.013503,0.058817,-0.465197,-0.883251,-0.000146,0.002352,-0.014088,-12.435026,-40.273209,-10.484312,,,,,,
