accelerometerTime(ms),AccelerationX,AccelerationY,AccelerationZ,gyroTime(ms),gyroX,gyroY,gyroZ
1.59735,0.240432739,1.03515625,-0.213470459,1.57382,-0.434696333,0.742602763,-0.383408112
1.65653,0.190856934,1.165420532,0.165298462,1.64377,-0.497752797,0.105624964,0.128560373
1.7157,-0.623535156,0.931518555,0.225082397,1.71372,0.528392998,-1.098805352,0.631767324
1.77484,0.222351074,1.109359741,-0.003814697,1.74869,0.941112926,0.377177114,0.683329585
1.83402,0.092834473,1.206726074,-0.149429321,1.81864,1.059597762,-0.42163699,0.575531482
1.89316,0.148010254,0.831192017,-0.239074707,1.88858,0.869449125,-0.980382035,0.429595581
1.95233,0.107345581,0.762802124,-0.175369263,1.92356,0.526272057,-1.141566664,0.210885074
2.01148,-0.010025024,0.635635376,-0.180206299,1.9935,0.211168434,-1.392056672,0.007079215
2.07065,0.016082764,0.742370605,-0.253738403,2.06348,-0.141418914,-0.743352709,0.343913965
2.12979,0.257171631,1.054824829,-0.380935669,2.09845,-0.077978422,-0.548450596,0.353095746
2.18897,0.289337158,0.772903442,-0.585739136,2.1684,-0.043907271,-0.491093563,0.3249709
2.24811,-0.222457886,2.669326782,0.231521606,2.23835,0.94205968,0.049311091,0.2921525
2.30728,0.468536377,0.396530151,0.001708984,2.30829,-0.065371017,0.293167963,0.092306229
2.36643,-0.131896973,1.170410156,0.207748413,2.34326,-0.227776706,-0.829437793,-0.58646509
2.4256,0.088104248,0.646331787,-0.032928467,2.41321,-0.652204156,0.614309504,0.520707382
2.48474,0.062988281,1.139099121,0.051589966,2.48316,-0.366160948,0.953951759,-0.28760462
2.54392,0.13999939,0.858352661,-0.122390747,2.51813,-0.451219383,1.284071615,-0.053385727
2.60306,0.131530762,0.958969116,-0.201049805,2.58808,-0.391726495,1.314083843,-0.413349765
2.66223,0.291229248,0.930465698,-0.071487427,2.65802,-0.062634087,1.151265631,-1.042954337
2.72138,0.310516357,0.977325439,-0.333084106,2.72797,0.001989914,0.875202086,-0.346187506
2.78055,0.319244385,1.018859863,-0.220214844,2.76294,-0.307183115,0.600571588,-0.294854277
2.83969,0.186645508,1.362136841,0.143066406,2.83289,-0.834104184,-0.413268539,0.286264783
2.89887,-0.65512085,0.975540161,0.208145142,2.86786,-0.468299567,-1.037631477,0.697077888
2.95801,0.156829834,1.064544678,0.038787842,2.93781,0.874037752,0.67878064,0.56745731
3.01718,0.216064453,1.063156128,-0.226470947,3.00775,1.126515543,-0.520228279,0.443559067
3.07636,0.131393433,0.733734131,-0.199493408,3.04273,1.226887422,-1.08863687,0.427326035
3.1355,-0.083786011,0.620300293,-0.241409302,3.11267,0.948632361,-1.238502532,0.320544993
3.19464,0.227920532,0.737182617,-0.280487061,3.18262,0.113821641,-0.834809123,0.122593561
3.25382,-0.039703369,0.849960327,-0.330947876,3.25257,-0.189345693,-0.422505181,0.240121523
3.31296,0.267288208,1.3412323,-0.548599243,3.28754,-0.31546741,-0.291814811,0.024481907
3.37213,0.005142212,1.232833862,-0.615936279,3.35749,-0.017658356,-0.089925363,-0.090321641
3.43128,-0.184371948,1.015090942,-0.160171509,3.42746,0.101402788,0.37512142,-0.519069005
3.49045,0.47416687,0.636734009,0.087982178,3.46244,-0.041432395,0.759131672,-0.347277804
3.54959,-0.120529175,1.022735596,-0.047363281,3.53238,-0.886944762,-1.099133454,-0.352800401
3.60877,-0.13142395,0.864105225,-0.023239136,3.60233,-0.580989897,0.647591295,0.172654331
3.66791,0.140792847,0.830062866,-0.030181885,3.67227,-0.541211059,1.099271938,-0.156819974
3.72705,0.194015503,1.01550293,-0.07649231,3.70725,-0.676024801,0.960678105,-0.367391062
3.78613,-0.008148193,1.026168823,-0.072311401,3.7771,-0.414387866,1.027573782,-0.829200772
3.84527,0.28527832,0.985671997,-0.204986572,3.84704,-0.027433489,1.225865034,-0.644987522
3.90445,0.494628906,0.992492676,-0.30039978,3.88202,-0.099912483,0.89916947,-0.228887244
3.96359,0.323471069,1.169250488,-0.102020264,3.95196,-0.788121246,-0.007503989,0.123217806
4.02273,-0.401428223,1.084030151,0.405471802,3.98694,-0.732741876,-0.755135332,0.430157241
4.08191,-0.452789307,1.166442871,0.157943726,4.05688,0.364384087,-1.461405387,0.921602075
4.14105,0.427459717,1.040893555,-0.161376953,4.12683,0.852982534,0.966580203,0.449982878
4.20019,0.138656616,0.798431396,-0.198440552,4.19678,1.07939943,-1.438689422,0.479342365
4.25934,-0.00743103,0.645965576,-0.174804688,4.23175,0.841181801,-1.448835267,0.416421988
4.31851,0.070678711,0.67489624,-0.303619385,4.3017,0.389075585,-1.094374385,0.299006944
4.37765,0.042816162,0.76499939,-0.252426147,4.37164,0.055398278,-0.802555845,0.384629437
4.43683,0.223007202,1.431793213,-0.621948242,4.40661,-0.319279193,-0.274509324,0.269006701
4.49597,0.205078125,0.679092407,-0.676513672,4.47656,0.290571914,-0.697829965,0.225866154
4.55511,-0.213775635,1.920883179,0.174072266,4.54651,0.469834081,0.03923582,-0.300157163
4.61425,0.429946899,0.290985107,-0.031356812,4.61645,-0.27216228,0.28095737,-0.158125722
4.6734,-0.157043457,1.17364502,0.092834473,4.65143,-0.383863512,-0.862275368,-0.530981857
4.73257,-0.006271362,0.760025024,-0.063186646,4.7214,-0.431335158,1.123665961,0.390291051
4.79171,0.189529419,0.86882019,-0.030151367,4.79135,-0.54626201,1.401937266,-0.28362852
4.85086,0.168273926,0.941772461,0.001068115,4.82632,-0.674299339,1.403329034,-0.396317519
4.91003,0.059204102,1.033081055,-0.154342651,4.89627,-0.371945334,1.139203642,-0.861240997
4.96917,0.42300415,1.008010864,-0.268569946,4.96622,-0.11160376,1.208210406,-0.744383086
5.02835,0.355072021,1.042877197,-0.26625061,5.03616,-0.435375439,0.41293085,-0.521577703
5.08749,0.21472168,1.201965332,-0.048049927,5.07113,-0.669925096,0.388445214,-0.288772416
5.14666,-0.437194824,1.111679077,0.36882019,5.14108,-0.325843086,-1.095164278,0.663428049
5.20584,-0.397613525,1.053375244,0.14213562,5.17605,0.196296278,-1.063631386,0.890272382
